1235;1235;CAMBIEMOS NAVALCARNERO                                 ;CAMBIEMOS NAVALCARNERO                                                                                                  ;C5C589;
1236;3201;CO-EUPV-LVPV:AC                                        ;CAMBIEMOS ORIHUELA-LOS VERDES-ESQUERRA UNIDA:ACUERDO CIUDADANO                                                          ;00A600;
1237;1237;CAMBIEMOS PARLA                                        ;CAMBIEMOS PARLA                                                                                                         ;FFBE7D;
1238;1238;CP                                                     ;CAMBIEMOS PINOS-PUENTE                                                                                                  ;9BFBCD;
1239;3201;CP-IULV-CA                                             ;CAMBIEMOS POZOBLANCO-IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA                                              ;00A600;
1240;1240;CAMBIEMOS                                              ;CAMBIEMOS SERRANILLOS DEL VALLE                                                                                         ;FF5959;
1241;1241;CAMBIEMOS TORO                                         ;CAMBIEMOS TORO                                                                                                          ;5EFF5E;
1242;1242;CV/VA                                                  ;CAMBIEMOS VIANA                                                                                                         ;FFFFBB;
1243;1243;CAMBIEMOS VILLALBA                                     ;CAMBIEMOS VILLALBA                                                                                                      ;D5AAAA;
1244;1244;CVLR                                                   ;CAMBIO DE VERDAD LAS ROZAS                                                                                              ;91D9CA;
1245;1245;CxS                                                    ;CAMBIO POR SATAUTE                                                                                                      ;EADCA6;
1246;2115;+C-ERC-AM                                              ;+ CAMPRODON-ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL                                                           ;8B17FF;
1247;3201;IUC-LV-UNIDAD DEL PUEBLO-ALTER                         ;CANARIAS DECIDE                                                                                                         ;00A600;
1248;3201;IUC - LV - Unidad del Pueblo - Alter                   ;CANARIAS DECIDE: Izquierda Unida Canaria-Los Verdes-Unidad del Pueblo-Alternativa Republicana                           ;00A600;
1249;3201;IUC - LV -Unidad del Pueblo - Alter                    ;CANARIAS DECIDE: Izquierda Unida Canaria-Los Verdes-Unidad del Pueblo-Alternativa Republicana                           ;00A600;
1250;3201;IUC-LV-Unidad del Pueblo-ALTER                         ;CANARIAS DECIDE: Izquierda Unida Canaria-Los Verdes-Unidad del Pueblo-Alternativa Republicana                           ;00A600;
1252;3201;IUC-LV-UNIDAD DEL PUEBLO-ALTER                         ;CANARIAS DECIDE: IZQUIERDA UNIDA CANARIA-LOS VERDES-UNIDAD DEL PUEBLO-ALTERNATIVA REPUBLICANA                           ;00A600;
1254;1254;UNIDAD DEL PUEBLO - IUC - LV - ALTER                   ;CANARIAS DECIDE: Unidad del Pueblo-Izquierda Unida Canaria-Los Verdes-Alternativa Republicana                           ;E2F997;
1255;3201;UNIDAD DEL PUEBLO-IUC-LV-ALTER                         ;CANARIAS DECIDE: Unidad del Pueblo-Izquierda Unida Canaria-Los Verdes-Alternativa Republicana                           ;00A600;
1257;1257;CANDIDATOS INDEPENDIENTES DE ORTIGOSA                  ;CANDIDATOS INDEPENDIENTES DE ORTIGOSA                                                                                   ;9BFBCD;
1258;1258;C.A.F.                                                 ;CANDIDATURA ACTIVA DE FIGARÓ                                                                                            ;AFA5C0;
1259;1259;CAI                                                    ;CANDIDATURA ASAMBLEARIA INDEPENDIENTE                                                                                   ;C1A4AE;
1260;1260;ASIP                                                   ;CANDIDATURA CIUDADANA ALMÀSSERA SÍ PUEDE/SÍ POT                                                                         ;F5C4FD;
1261;1261;CCA-ZGZ                                                ;CANDIDATURA CIUDADANA DE ALAGON-ZGZ                                                                                     ;C1FF66;
1262;1262;GANEMOS PALENCIA                                       ;CANDIDATURA CIUDADANA: GANEMOS PALENCIA                                                                                 ;E9A57C;
1263;1263;CCC                                                    ;CANDIDATURA CÍVICA PER COLLBATÓ                                                                                         ;A4D1FF;
1264;1264;TRxC                                                   ;CANDIDATURA CIVICA TRANSPARENCIA POR CALVIA                                                                             ;FF71FF;
1265;1265;C.I.C.                                                 ;CANDIDATURA DE IZQUIERDAS DE CORTES                                                                                     ;AFA5C0;
1266;4319;CP                                                     ;Candidatura de Progrés                                                                                                  ;FF0000;
1267;4319;CP                                                     ;CANDIDATURA DE PROGRÉS                                                                                                  ;FF0000;
1268;4319;PSC                                                    ;CANDIDATURA DE PROGRÉS                                                                                                  ;FF0000;
1269;4319;PSC-CP                                                 ;CANDIDATURA DE PROGRÉS                                                                                                  ;FF0000;
1270;4319;PSC-PMC                                                ;CANDIDATURA DE PROGRÉS                                                                                                  ;FF0000;
1271;4319;CP                                                     ;CANDIDATURA DE PROGRÈS                                                                                                  ;FF0000;
1272;4319;PSC-PMC                                                ;CANDIDATURA DE PROGRÈS                                                                                                  ;FF0000;
1273;1273;CUP                                                    ;CANDIDATURA DE UNIDAD POPULAR/TUDELA-TUTERA                                                                             ;006BD7;
1274;1274;CUV                                                    ;CANDIDATURA DE UNIDAD VECINAL                                                                                           ;DBB7FF;
1275;1294;C.U.P.                                                 ;CANDIDATURA D'UNITAT POPULAR                                                                                            ;006BD7;
1276;1294;CUP                                                    ;CANDIDATURA D'UNITAT POPULAR                                                                                            ;006BD7;
1277;1294;CUP - PA                                               ;CANDIDATURA D'UNITAT POPULAR                                                                                            ;FFD9B3;
1278;1294;CUP-PA                                                 ;CANDIDATURA D'UNITAT POPULAR                                                                                            ;FFD9B3;
1279;1294;CUP ALCANAR - PA                                       ;CANDIDATURA D'UNITAT POPULAR ALCANAR-POBLE ACTIU                                                                        ;FF9D9D;
1280;1294;CUP-AET-PA                                             ;CANDIDATURA D'UNITAT POPULAR-ALTERNATIVA ECOLOGISTA PER TORTOSA-POBLE ACTIU                                             ;C1FFC1;
1281;1294;CUP Capgirem Bcn PA                                    ;CANDIDATURA D'UNITAT POPULAR CAPGIREM BARCELONA-POBLE ACTIU                                                             ;8686C4;
1282;1294;CUP-CS-PA                                              ;CANDIDATURA D'UNITAT POPULAR-CAPGIREM SITGES-POBLE ACTIU                                                                ;ACACD7;
1283;1294;CUP - CAV -PA                                          ;CANDIDATURA D'UNITAT POPULAR-CAV-POBLE ACTIU                                                                            ;003080;
1284;1294;CUP-CAV-PA                                             ;CANDIDATURA D'UNITAT POPULAR-CAV-POBLE ACTIU                                                                            ;003080;
1285;1294;CUP-Crida per Girona-PA                                ;CANDIDATURA D'UNITAT POPULAR-CRIDA PER GIRONA-POBLE ACTIU                                                               ;FFCEFF;
1286;1294;CUP-PA                                                 ;CANDIDATURA D'UNITAT POPULAR-CUP BELLPUIG-POBLE ACTIU                                                                   ;FFD9B3;
1287;1294;CUP-PA                                                 ;CANDIDATURA D'UNITAT POPULAR-CUP CERVERA-POBLE ACTIU                                                                    ;FFD9B3;
1288;1294;CUP-PA                                                 ;CANDIDATURA D'UNITAT POPULAR-CUP-POBLE ACTIU                                                                            ;FFD9B3;
1289;1294;CUP-PA                                                 ;CANDIDATURA D'UNITAT POPULAR-CUP TÀRREGA-POBLE ACTIU                                                                    ;FFD9B3;
1290;1294;CUP DELTEBRE - PA                                      ;CANDIDATURA D'UNITAT POPULAR DELTEBRE-POBLE ACTIU                                                                       ;EC799D;
1291;1294;CUP                                                    ;Candidatura d'Unitat Popular - Poble Actiu                                                                              ;006BD7;
1292;1294;CUP-PA                                                 ;Candidatura d'Unitat Popular - Poble Actiu                                                                              ;FFD9B3;
1293;1294;Prades-CUP-PA.                                         ;CANDIDATURA D'UNITAT POPULAR-Poble Actiu                                                                                ;666AFF;
1294;1294;CUP-PA                                                 ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU                                                                                ;FFD9B3;
1295;1294;C.U.P.                                                 ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU                                                                                ;006BD7;
1296;1294;CUP                                                    ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU                                                                                ;006BD7;
1297;1294;C.U.P-PA                                               ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU                                                                                ;FFD9B3;
1298;1294;C.U.P. - PA                                            ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU                                                                                ;FFD9B3;
1299;1294;C.U.P.-PA                                              ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU                                                                                ;FFD9B3;
1300;1294;CUP - PA                                               ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU                                                                                ;FFD9B3;
1301;1294;FSP- PA                                                ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU                                                                                ;004182;
1302;1294;CUP-PA                                                 ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU                                                                                ;FFD9B3;
1303;1294;CUP-PA-APA                                             ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU-ALTERNATIVA PER ARGENTONA                                                      ;326565;
1304;1294;CUP-PA-AV                                              ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU-ALTERNATIVA PER VILOBÍ                                                         ;5E005E;
1305;1294;CUP-PA-Capgirem Gavà                                   ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU-CAPGIREM GAVÀ                                                                  ;6900D2;
1306;1294;CUP-PA-Capgirem Tortellà                               ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU-CAPGIREM TORTELLÀ                                                              ;626231;
1307;1294;C.U.P. - PA - AP                                       ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU-L'ARBOÇ PARTICIPA                                                              ;804000;
1308;1294;CUP-PA-SP                                              ;CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU-SOM POBLE                                                                      ;B70000;
1309;1294;CUP - PC - PA                                          ;CANDIDATURA D'UNITAT POPULAR-POBLE CONSTITUENT-POBLE ACTIU                                                              ;008C00;
1310;1294;CUP-PC-PA                                              ;CANDIDATURA D'UNITAT POPULAR-PROCÉS CONSTITUENT-POBLE ACTIU                                                             ;008C00;
1311;1294;CUP Ulldecona - PA                                     ;CANDIDATURA D'UNITAT POPULAR ULLDECONA-PA                                                                               ;DFDF00;
1312;1312;CANDIDATURA INDEPENDIENTE                              ;CANDIDATURA INDEPENDIENTE                                                                                               ;A25151;
1313;1313;C.I.                                                   ;CANDIDATURA INDEPENDIENTE                                                                                               ;66FFE0;
1314;1314;C.I.C.                                                 ;CANDIDATURA INDEPENDIENTE CASAVEJANA                                                                                    ;AFA5C0;
1315;1315;CI-CCD                                                 ;CANDIDATURA INDEPENDIENTE-CIUDADANOS DE CENTRO DEMOCRÁTICO                                                              ;2BFFFF;
1316;1316;CISB                                                   ;Candidatura Independiente Concejo de Soto del Barco                                                                     ;38A791;
1317;1317;CIA                                                    ;CANDIDATURA INDEPENDIENTE DE ALDEA DE SAN MIGUEL                                                                        ;E100E1;
1318;1318;CIA                                                    ;CANDIDATURA INDEPENDIENTE DE ARMUÑA                                                                                     ;E100E1;
1320;1320;C.I.B.                                                 ;CANDIDATURA INDEPENDIENTE DE BUENAVISTA                                                                                 ;D0B135;
1322;1322;C.I.C.                                                 ;CANDIDATURA INDEPENDIENTE DE EL CARRASCALEJO                                                                            ;AFA5C0;
1323;1323;CANDIDATURA INDEPENDIENTE DE ETAYO                     ;CANDIDATURA INDEPENDIENTE DE ETAYO                                                                                      ;ACDA0E;
1326;1326;C.I.D.G.                                               ;CANDIDATURA INDEPENDIENTE DE LA GUIJARROSA                                                                              ;09DD78;
1327;1327;CANDIDATURA INDEPENDIENTE DE LEGARIA                   ;CANDIDATURA INDEPENDIENTE DE LEGARIA                                                                                    ;647B95;
1328;1328;CANDIDATURA INDEPENDIENTE DE OLEJUA                    ;CANDIDATURA INDEPENDIENTE DE OLEJUA                                                                                     ;C4C79E;
1329;1329;CIO                                                    ;CANDIDATURA INDEPENDIENTE DE OLMEDA                                                                                     ;006BD7;
1330;1330;TEO                                                    ;CANDIDATURA INDEPENDIENTE DE PRADILLO                                                                                   ;499494;
1331;1331;CISTODOM                                               ;CANDIDATURA INDEPENDIENTE DE SANTO DOMINGO DE LAS POSADAS                                                               ;8C008C;
1332;1332;C.I.T                                                  ;CANDIDATURA INDEPENDIENTE DE TAMARIZ                                                                                    ;8B17FF;
1333;1333;CITOR                                                  ;CANDIDATURA INDEPENDIENTE DE TORREMONTALBO                                                                              ;99994D;
1335;1335;CIV                                                    ;CANDIDATURA INDEPENDIENTE DE VALDEPIÉLAGOS                                                                              ;FD7E00;
1336;1336;CIV                                                    ;CANDIDATURA INDEPENDIENTE DE VERTAVILLO                                                                                 ;FD7E00;
1337;1337;CAI V                                                  ;CANDIDATURA INDEPENDIENTE DE VILLAMEDIANA DE IREGUA                                                                     ;FF1515;
1339;1339;CANDIDATURA INDEPENDIENTE EL PUNTAL                    ;CANDIDATURA INDEPENDIENTE EL PUNTAL                                                                                     ;00F300;
1340;1340;CII                                                    ;CANDIDATURA INDEPENDIENTE IRACHE                                                                                        ;FFFF62;
1341;1341;CANDIDATURA INDEPENDIENTE LARRAUNGO ELKARTEA           ;CANDIDATURA INDEPENDIENTE LARRAUNGO ELKARTEA                                                                            ;C08181;
1342;1342;C.I.CL.                                                ;CANDIDATURA INDEPENDIENTE POR CLAVIJO                                                                                   ;B7FFFF;
1343;1343;C.I.P.C.                                               ;CANDIDATURA INDEPENDIENTE POR CUBILLOS                                                                                  ;58C7B0;
1344;1344;C.I.SAN PEDRO                                          ;CANDIDATURA INDEPENDIENTE SAN PEDRO DEL ARROYO                                                                          ;DCC569;
1345;1345;CIVE                                                   ;CANDIDATURA INDEPENDIENTE VECINAL                                                                                       ;D0F453;
1346;4319;CP                                                     ;CANDIDATURA LOCAL DE PORTBOU - CANDIDATURA DE PROGRÉS                                                                   ;FF0000;
1347;1347;C.L.I.                                                 ;CANDIDATURA LOCAL INDEPENDIENTE                                                                                         ;4EF8A7;
1348;1348;CANDIDATURA MUSKILDA                                   ;CANDIDATURA MUSKILDA                                                                                                    ;8598AD;
1349;1349;CANDIDATURA OTSAGABIA                                  ;CANDIDATURA OTSAGABIA                                                                                                   ;ABC0A5;
1350;1551;COMPROMÍS                                              ;CANDIDATURA PER VISTABELLA: COMPROMÍS                                                                                   ;F5D300;
1352;1352;CPVA                                                   ;CANDIDATURA POPULAR DEL VALLE DE ARANGUREN                                                                              ;EA7CFA;
1353;1353;C.P.IRANZU H.K.                                        ;CANDIDATURA POPULAR IRANZU HERRI KANDIDATURA                                                                            ;96C89D;
1354;1354;CV                                                     ;CANDIDATURA POR VALLEJERA                                                                                               ;66FFE0;
1355;1355;CPV                                                    ;CANDIDATURA POR VILLAVIEJA                                                                                              ;A4C1BD;
1356;1356;C.P.I.C.                                               ;CANDIDATURA PROGRESISTA INDEPENDIENTE DE CARTAMA                                                                        ;42A0FF;
1357;1357;CPV                                                    ;CANDIDATURA PROGRESISTAS DE VALTIERRA                                                                                   ;A4C1BD;
1358;1358;CR                                                     ;CANDIDATURA REPUBLICANA                                                                                                 ;6DB6B6;
1360;1360;C.S.I.E                                                ;CANDIDATURA SOCIALISTA INDEPENDIENTE DE ESCUCHA                                                                         ;E100E1;
1361;1361;CANDIDATURA UNITARIA AUZOLAN                           ;CANDIDATURA UNITARIA AUZOLAN                                                                                            ;B66CFF;
1363;1363;CUI                                                    ;CANDIDATURA UNITARIA DE IZQUIERDAS (IUCyL/RPS)/CUI                                                                      ;C5C589;
1364;1364;VE-TA                                                  ;CANDIDATURA VECIÑAL DE TABOADELA                                                                                        ;FFBE7D;
1365;1365;CVRO                                                   ;Candidatura Vecinal por Rascafría-Oteruelo                                                                              ;FF5959;
1366;1366;AGRUPACION C.A.N.E.T.                                  ;CANET AGRUPACION NUEVA ENTRE TODOS                                                                                      ;5EFF5E;
1367;1367;CANETENCS                                              ;CANETENCS INDEPENDENTS                                                                                                  ;FFFFBB;
1368;1368;CANGASDECIDE                                           ;CANGAS DECIDE                                                                                                           ;D5AAAA;
1369;5426;CC-E                                                   ;CANOVELLES CANVIA-ENTESA                                                                                                ;FFBE7D;
1370;1370;C.P.U.                                                 ;CA'N PICAFORT UNIT                                                                                                      ;91D9CA;
1371;1371;CANVI                                                  ;CANVI - CANDIDATURA PER VILAMAJOR                                                                                       ;EADCA6;
1372;1372;CANVIEM BADIA                                          ;CANVIEM/CAMBIEMOS BADIA DEL VALLES                                                                                      ;E2F997;
1373;1374;C.E.T                                                  ;CANVIEM ENTRE TOTS                                                                                                      ;9BFBCD;
1374;1374;CET                                                    ;CANVIEM ENTRE TOTS                                                                                                      ;9BFBCD;
1375;1375;CE                                                     ;CANVIEM ESPLUGUES                                                                                                       ;AFA5C0;
1376;5426;CM - E                                                 ;CANVIEM MOLLET-ENTESA                                                                                                   ;FFBE7D;
1377;3201;CO-EUPV-ERPV:AC                                        ;CANVIEM ONDARA-ESQUERRA UNIDA PAÍS VALENCIÀ-ESQUERRA REPUBLICANA PAÍS VALENCIÀ: ACORD CIUTADÀ                           ;00A600;
1378;5426;CS-E                                                   ;CANVIEM SALT-ENTESA                                                                                                     ;FFBE7D;
1379;1294;CAPGIREM SILS-CUP-PA                                   ;CAPGIREM SILS - CUP - PA                                                                                                ;C1A4AE;
1380;1294;CAPGIREM VIC-CUP-PA                                    ;CAPGIREM VIC - CANDIDATURA D'UNITAT POPULAR - POBLE ACTIU - PROCÉS VIC                                                  ;F5C4FD;
1381;1381;C.I.                                                   ;CARBAJOSA INDEPENDIENTE                                                                                                 ;66FFE0;
1382;1382;CA-UN                                                  ;Carreño Unido                                                                                                           ;C1FF66;
1383;1383;CTSSP                                                  ;CARTAGENA SI SE PUEDE                                                                                                   ;E9A57C;
1384;1384;CARTES SI PUEDE                                        ;CARTES SI PUEDE                                                                                                         ;A4D1FF;
1385;1385;CI                                                     ;CASTAÑEDA IMPORTA                                                                                                       ;66FFE0;
1386;4133;CBC-PCAS-PACTO                                         ;CASTELLANOS DE BRIONGOS DE CERVERA-PARTIDO CASTELLANO-PACTO                                                             ;FF71FF;
1387;1387;CSPOT                                                  ;CASTELLDEFELS SI PUEDE/CASTELLDEFELS SI POT                                                                             ;DBB7FF;
1388;1388;CeP                                                    ;CASTELL EN POSITIU                                                                                                      ;FFD9B3;
1389;1389;CASTELLO-EN-MOVIMENT                                   ;CASTELLO EN MOVIMENT                                                                                                    ;FF9D9D;
1390;1390;CRAI                                                   ;CASTELLVI DE ROSANES ADMINISTRADORS INDEPENDENTS                                                                        ;C1FFC1;
1391;1391;CASTILLO DE HIERRO                                     ;CASTILLO DE HIERRO                                                                                                      ;8686C4;
1392;1392;CSP                                                    ;Castrillón Si Puede                                                                                                     ;ACACD7;
1393;3302;TOMA LA PALABRA                                        ;CASTRILLO TEJERIEGO TOMA LA PALABRA                                                                                     ;DFDF00;
1394;3302;TOMA LA PALABRA                                        ;CASTRODEZA TOMA LA PALABRA                                                                                              ;DFDF00;
1395;1395;CASTROVERDE                                            ;CASTRO VERDE, ALTERNATIVA VERDE DE CASTRO URDIALES                                                                      ;003080;
1396;2115;CAM - AM                                               ;CELLERA ACCIÓ MUNICIPAL - ACORD MUNICIPAL                                                                               ;8B17FF;
1398;1398;100%xB                                                 ;CENT PER CENT PER BATEA                                                                                                 ;FFCEFF;
1399;1399;CdT                                                    ;CENTRISTAS DE TOMIÑO                                                                                                    ;EC799D;
1400;1400;CENVAL                                                 ;CENTRISTAS DE VALDOVIÑO                                                                                                 ;666AFF;
1401;1401;CMj                                                    ;CENTRISTAS MAJADAHONDA                                                                                                  ;004182;
1402;1402;CCN                                                    ;CENTRO CANARIO NACIONALISTA                                                                                             ;969696;
1403;1403;CDDP                                                   ;CENTRO DEMOCRATICO DE PATERNA                                                                                           ;326565;
1404;1404;CIDC                                                   ;CENTRO INDEPENDIENTE DEMOCRÁTICO CAMPEÑO                                                                                ;5E005E;
1405;1405;C.R.D.                                                 ;CENTRO REFORMISTA DEMOCRÁTICO                                                                                           ;6900D2;
1406;1406;AECB                                                   ;CERCLE BOCAIRENT                                                                                                        ;626231;
1407;1407;CERCLE-IDEA                                            ;CERCLE IDEA ALGINET                                                                                                     ;804000;
1408;2115;CERDANYOLA - AM                                        ;CERDANYOLA - ACORD MUNICIPAL                                                                                            ;8B17FF;
1409;1409;CSP                                                    ;CERVELLO AHORA SI SE PUEDE                                                                                              ;ACACD7;
1410;1410;CHIPIONA SÍ SE PUEDE                                   ;CHIPIONA SÍ SE PUEDE                                                                                                    ;B70000;
1411;1411;CHOZAS SI PUEDE                                        ;CHOZAS SI PUEDE                                                                                                         ;008C00;
1412;1413;CHUNTA ARAGONESISTA                                    ;CHUNTA ARAGONESISTA                                                                                                     ;AA69EB;
1413;1413;CHA                                                    ;CHUNTA ARAGONESISTA                                                                                                     ;AA69EB;
1414;1413;CHA                                                    ;CHUNTA ARAGONESISTA (UNION ARAGONESISTA-UNIO ARAGONESISTA)                                                              ;AA69EB;
1415;1415;CIEZA PUEDE                                            ;CIEZA PUEDE                                                                                                             ;DFDF00;
1416;1416;CTP                                                    ;CIGALES TAMBIEN PUEDE                                                                                                   ;A25151;
1417;3302;TOMA LA PALABRA                                        ;CIGALES TOMA LA PALABRA                                                                                                 ;DFDF00;
1418;1418;CCI                                                    ;CIRCULO CIUDADANO INDEPENDIENTE                                                                                         ;2BFFFF;
1419;1419;C.L.C                                                  ;CIRCULO DE LA CAMPANA                                                                                                   ;38A791;
1420;1420;CIRCULO DE MONTCADA I REIXAC. Agrupación de electores  ;CIRCULO DE MONTCADA I REIXAC. Agrupación de electores                                                                   ;D0B135;
1421;1421;CdP                                                    ;Circulo de Piloña                                                                                                       ;ACDA0E;
1422;1422;CIRCULO DE SANTA MARIA DE LA ALAMEDA                   ;CIRCULO DE SANTA MARIA DE LA ALAMEDA                                                                                    ;09DD78;
1423;1456;C's                                                    ;CIUDADANOS                                                                                                              ;FF6D10;
1424;1456;C'S                                                    ;CIUDADANOS                                                                                                              ;FF6D10;
1425;1425;CCCi                                                   ;CIUDADANOS CENTRISTAS CIEZANOS                                                                                          ;647B95;
1426;1426;CdAG                                                   ;CIUDADANOS DE ALCALA                                                                                                    ;C4C79E;
1427;1427;CdA                                                    ;CIUDADANOS DE AMBITE                                                                                                    ;006BD7;
1428;1428;CCD                                                    ;CIUDADANOS DE CENTRO DEMOCRATICO                                                                                        ;646464;
1430;1430;CSLPF                                                  ;CIUDADANOS DE LA POBLA DE FARNALS                                                                                       ;499494;
1431;1431;CDEC                                                   ;CIUDADANOS DEL CENTRO                                                                                                   ;8C008C;
1432;1432;C.ME                                                   ;CIUDADANOS DE MENORCA                                                                                                   ;8B17FF;
1434;1434;CDeI                                                   ;CIUDADANOS DEMOCRATAS E INDEPENDIENTES                                                                                  ;99994D;
1435;1435;CdeM                                                   ;CIUDADANOS DE MONACHIL                                                                                                  ;FD7E00;
1436;1436;C de P                                                 ;CIUDADANOS DE PEZUELA                                                                                                   ;FF1515;
1437;1437;CDPDC                                                  ;CIUDADANOS DE PUERTO DE LA CRUZ                                                                                         ;00F300;
1438;1438;CDR                                                    ;CIUDADANOS DE RIVAS                                                                                                     ;FFFF62;
1439;1439;C.U.PO.                                                ;CIUDADANOS DE URBANIZACIONES LA POBLA DE VALLBONA                                                                       ;C08181;
1440;4943;SxTF                                                   ;CIUDADANOS EN SANTA URSULA SxTF                                                                                         ;C8BEB4;
1441;1456;C'f                                                    ;CIUDADANOS-FUENTELAPEÑA                                                                                                 ;FF6D10;
1442;1442;CHANGE MARBELLA                                        ;CIUDADANOS, HABITANTES Y GENTES DE MARBELLA                                                                             ;B7FFFF;
1443;1443;C.I.D. GRIÑON                                          ;CIUDADANOS INDEPENDIENTES DE GRIÑON                                                                                     ;58C7B0;
1444;1444;CI.P.AL.                                               ;CIUDADANOS INDEPENDIENTES POR ALTEA                                                                                     ;DCC569;
1445;1445;CIB                                                    ;CIUDADANOS INDEPENDIENTES POR BURGOHONDO                                                                                ;D0B135;
1446;1446;INCUVE                                                 ;CIUDADANOS INDEPENDIENTES POR CULLAR VEGA                                                                               ;D0F453;
1447;1447;CIUDADANOS INDEPENDIENTES POR MUÑOGRANDE               ;CIUDADANOS INDEPENDIENTES POR MUÑOGRANDE                                                                                ;4EF8A7;
1448;1448;CIVE                                                   ;Ciudadanos Independientes Por Vegadeo                                                                                   ;D0F453;
1449;1456;C'S.IB                                                 ;CIUDADANOS ISLAS BALEARES                                                                                               ;FF6D10;
1450;1450;CILUS                                                  ;CIUDADANOS LIBRES UNIDOS                                                                                                ;8598AD;
1451;1450;CILUS                                                  ;CIUDADANOS LIBRES UNIDOS - CILUS                                                                                        ;8598AD;
1452;1452;CIUCA                                                  ;CIUDADANOS PARA EL CAMBIO CANARIO                                                                                       ;ABC0A5;
1453;1453;CPM                                                    ;CIUDADANOS PARA MANTIEL                                                                                                 ;EA7CFA;
1454;1456;C's                                                    ;Ciudadanos-Partido de la Ciudadania                                                                                     ;FF6D10;
1456;1456;C's                                                    ;CIUDADANOS-PARTIDO DE LA CIUDADANIA                                                                                     ;FF6D10;
1457;1456;C'S                                                    ;CIUDADANOS-PARTIDO DE LA CIUDADANIA                                                                                     ;FF6D10;
1458;1456;Cs Val d'Aran                                          ;CIUDADANOS-PARTIDO DE LA CIUDADANIA                                                                                     ;FF6D10;
1459;1456;C's                                                    ;Ciudadanos-Partido de la Ciudadanía                                                                                     ;FF6D10;
1460;1456;C's                                                    ;CIUDADANOS, Partido de la Ciudadanía                                                                                    ;FF6D10;
1461;1456;C's                                                    ;CIUDADANOS- PARTIDO DE LA CIUDADANÍA                                                                                    ;FF6D10;
1462;1456;C's                                                    ;CIUDADANOS-PARTIDO DE LA CIUDADANÍA                                                                                     ;FF6D10;
1463;1456;C's                                                    ;CIUDADANOS, PARTIDO DE LA CIUDADANIA. C's                                                                               ;FF6D10;
1464;1464;CxARONA                                                ;CIUDADANOS POR ARONA                                                                                                    ;96C89D;
1465;1465;CxByC                                                  ;CIUDADANOS POR BEJAR                                                                                                    ;66FFE0;
1466;1466;CBM                                                    ;CIUDADANOS POR BENIDORM                                                                                                 ;A4C1BD;
1467;1467;C.P.CI                                                 ;CIUDADANOS POR CIEMPOZUELOS                                                                                             ;42A0FF;
1468;1456;C's                                                    ;CIUDADANOS-POR LA CIUDADANIA                                                                                            ;FF6D10;
1469;1469;CPA'S                                                  ;CIUDADANOS POR L'ALFAS                                                                                                  ;6DB6B6;
1470;1470;CPSP                                                   ;CIUDADANOS POR SU PUEBLO                                                                                                ;E100E1;
1471;1471;CXVDJ                                                  ;CIUDADANOS POR VALENCIA DE DON JUAN                                                                                     ;B66CFF;
1472;1472;CxVA                                                   ;CIUDADANOS POR VALENZUELA                                                                                               ;C5C589;
1473;1473;CIVI                                                   ;CIUDADANOS POR VILLARROBLEDO                                                                                            ;FFBE7D;
1474;1476;C.R.A                                                  ;CIUDADANOS RURALES AGRUPADOS                                                                                            ;FF5959;
1475;1476;C.R.A.                                                 ;CIUDADANOS RURALES AGRUPADOS                                                                                            ;FF5959;
1476;1476;CRA                                                    ;CIUDADANOS RURALES AGRUPADOS                                                                                            ;FF5959;
1477;1477;CsT                                                    ;CIUDADANOS TUDENSES                                                                                                     ;5EFF5E;
1478;1478;C.I.F.A.                                               ;CIUDADANOS VILLA DE FUENTE ALAMO                                                                                        ;FFFFBB;
1479;1479;C.D.C.                                                 ;CIUDADOS DEL CONDADO                                                                                                    ;D5AAAA;
1480;1456;C's                                                    ;CIUDATADANS-PARTIDO DE LA CIUDADANIA                                                                                    ;FF6D10;
1481;1456;C's                                                    ;CIUTADANS                                                                                                               ;FF6D10;
